"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Launch Statistics","Enabled TPC IDs","","all",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Launch Statistics","Uses Green Context","","0",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Launch Statistics","Waves Per SM","","5.64",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Max Active Clusters","cluster","0",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Max Cluster Size","block","8",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Overall GPU Occupancy","%","0",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Cluster Occupancy","%","0",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Block Limit Barriers","block","24",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Block Limit SM","block","24",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Block Limit Registers","block","12",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Block Limit Shared Mem","block","28",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Block Limit Warps","block","12",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Theoretical Active Warps per SM","warp","48",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Theoretical Occupancy","%","100",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Achieved Occupancy","%","69.89",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","Achieved Active Warps Per SM","warp","33.55",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Occupancy","","","","AchievedOccupancy","OPT","The difference between calculated theoretical (100.0%) and measured achieved occupancy (69.9%) can be the result of warp scheduling overheads or workload imbalances during the kernel execution. Load imbalances can occur between warps within a block as well as across blocks of the same kernel. See the CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#occupancy) for more details on optimizing occupancy.","global","30.11"
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","48068",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","1247232",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","21848.27",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","1786428",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","17973.46",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","555168",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","21848.27",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","1786428",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","21150.34",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","7145712",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more SMSPs have a much lower number of active cycles than the average number of active cycles. Maximum instance value is 7.04% above the average, while the minimum instance value is 13.48% below the average.","global","5.834"
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","WorkloadDistribution","","","","WorkloadImbalance","OPT","One or more L2 Slices have a much higher number of active cycles than the average number of active cycles. Maximum instance value is 7.54% above the average, while the minimum instance value is 4.82% below the average.","global","5.858"
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Source Counters","Branch Instructions Ratio","%","0.08",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Source Counters","Branch Instructions","inst","146909",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Source Counters","Branch Efficiency","%","100",
"0","55","cudabench","127.0.0.1","policy_logits_with_bonus","1","13","(128, 1, 1)","(4739, 1, 1)","0","12.0","Source Counters","Avg. Divergent Branches","branches","0",
